latitude,longitude,total_rooms,house_value
33.94,-118.23,1090,97600
33.94,-118.23,1110,92100
33.94,-118.24,940,92000
33.93,-118.23,501,87000
33.93,-118.23,2065,104900
33.93,-118.24,1063,88700
34.12,-118.39,6447,500001
34.11,-118.4,5578,500001
34.12,-118.42,2089,500001
34.11,-118.43,10806,500001
34.09,-118.43,1613,500001
34.12,-118.45,10722,500001
34.09,-118.44,3129,500001
34.08,-118.43,778,500001
34.08,-118.45,1500,500001
34.1,-118.45,6675,500001
34.08,-118.46,3247,500001
34.1,-118.47,8041,500001
34.11,-118.49,6603,500001
34.07,-118.48,4767,500001
34.07,-118.48,3351,500001
34.07,-118.48,4042,500001
34.06,-118.49,2861,500001
34.07,-118.49,2929,500001
34.11,-118.51,9013,500001
34.05,-118.5,1487,500001
34.09,-118.53,5477,500001
34.05,-118.52,1814,500001
34.04,-118.52,1985,500001
34.09,-118.57,7970,500001
34.05,-118.54,6778,500001
34.04,-118.55,1482,500001
34.03,-118.56,2095,500001
34.06,-118.56,2332,500001
34.06,-118.54,3755,500001
34.03,-118.55,9075,500001
34.04,-118.52,993,500001
34.04,-118.52,2167,500001
34.04,-118.53,1711,500001
34.03,-118.53,4350,500001
34.05,-118.5,4152,500001
33.99,-118.55,2603,500001
34.04,-118.51,4715,500001
34.06,-118.47,1271,500001
34.06,-118.47,3030,500001
34.05,-118.48,3623,500001
34.05,-118.49,1918,500001
34.06,-118.47,6577,500001
34.06,-118.46,5448,500001
34.05,-118.47,2689,500001
34.05,-118.46,4077,337500
34.05,-118.46,3639,387500
34.05,-118.47,5215,500001
34.05,-118.47,4401,500001
34.05,-118.48,2143,500001
34.05,-118.49,1346,500001
34.08,-118.42,1399,500001
34.07,-118.43,3203,500001
34.07,-118.43,3251,500001
34.07,-118.44,3535,500001
34.07,-118.44,1973,500001
34.06,-118.44,3910,500001
34.07,-118.44,730,350000
34.06,-118.44,520,500001
34.07,-118.45,4284,350000
34.07,-118.45,4845,350000
34.06,-118.45,3367,500000
34.06,-118.46,1302,500001
34.07,-118.46,2511,500001
34.07,-118.46,2418,500001
34.07,-118.46,2564,500001
34.06,-118.44,5102,500001
34.05,-118.44,4780,500001
34.05,-118.44,1880,500000
34.05,-118.44,5368,316700
34.06,-118.43,3184,500001
34.06,-118.43,1463,500001
34.05,-118.43,4251,500001
34.06,-118.44,4833,500001
34.06,-118.42,2933,500001
34.06,-118.43,1317,500001
34.06,-118.43,2982,500001
34.06,-118.43,4600,500001
34.06,-118.42,533,500001
34.06,-118.42,1881,500001
34.05,-118.42,4888,500001
34.05,-118.43,1693,500001
34.05,-118.43,3832,477300
34.05,-118.44,5943,305000
34.05,-118.44,3970,500001
34.04,-118.43,2425,494700
34.05,-118.45,801,181300
34.04,-118.45,3319,283300
34.04,-118.45,3771,277500
34.05,-118.46,6902,410000
34.05,-118.45,4099,275000
34.04,-118.46,3522,337500
34.04,-118.47,5041,268800
34.04,-118.45,3330,393800
34.04,-118.46,2142,325000
34.04,-118.46,2768,360000
34.04,-118.46,2729,420800
34.04,-118.46,2621,348100
34.04,-118.45,2819,360200
34.03,-118.45,727,300000
34.03,-118.45,1657,336300
34.04,-118.44,32,225000
34.04,-118.44,18,350000
34.04,-118.44,2670,347800
34.04,-118.43,1782,485100
34.04,-118.42,1508,409800
34.04,-118.43,2725,427500
34.05,-118.41,9728,500001
34.05,-118.42,2921,500001
34.05,-118.42,2533,500001
34.05,-118.4,4473,500001
34.04,-118.4,2079,500001
34.04,-118.4,1298,500001
34.03,-118.4,1831,500001
34.03,-118.41,1730,500001
34.04,-118.41,601,500001
34.05,-118.39,2458,412500
34.05,-118.39,3105,500001
34.05,-118.4,2113,500001
34.05,-118.39,2814,460000
34.04,-118.41,1907,500001
34.04,-118.41,2113,500001
34.03,-118.41,3053,500001
34.04,-118.42,1975,500001
34.04,-118.42,1358,500001
34.04,-118.39,2089,500001
34.04,-118.39,1873,461300
34.04,-118.4,3863,500001
34.05,-118.4,1028,500001
34.05,-118.39,1467,500001
34.04,-118.38,2237,207700
34.04,-118.38,2846,254200
34.04,-118.38,767,340400
34.04,-118.38,3005,309100
34.04,-118.38,2614,271600
34.04,-118.39,101,237500
34.04,-118.39,1492,340400
34.04,-118.39,1230,308300
34.03,-118.39,1722,232500
34.03,-118.39,3442,319400
34.03,-118.4,1101,319400
34.03,-118.4,1006,372800
34.03,-118.41,4376,327300
34.02,-118.4,7297,300000
34.02,-118.4,515,184400
34.03,-118.41,3711,366700
34.02,-118.41,2610,281300
34.02,-118.41,5825,320000
34.03,-118.39,1450,55000
34.03,-118.4,6152,275000
34.03,-118.38,2101,222100
34.03,-118.39,1366,230900
34.04,-118.37,888,202800
34.04,-118.37,1809,143000
34.03,-118.38,912,185700
34.04,-118.37,542,333300
34.04,-118.37,1465,289400
34.03,-118.42,1262,427300
34.03,-118.43,1740,373600
34.03,-118.43,1733,340800
34.03,-118.43,1706,372700
34.03,-118.42,904,344200
34.03,-118.44,2059,352400
34.03,-118.43,1552,346700
34.03,-118.44,1193,357600
34.03,-118.44,975,331000
34.03,-118.44,1039,343800
34.03,-118.45,1240,318100
34.03,-118.45,2083,353900
34.03,-118.44,1164,350900
34.02,-118.44,1592,386000
34.01,-118.44,1408,400000
34.01,-118.44,1309,418800
34.01,-118.45,1328,440100
34.01,-118.45,1361,354300
34.01,-118.45,2424,405800
34.02,-118.44,2242,500001
34.01,-118.43,1487,489800
34.02,-118.44,3278,465700
34.02,-118.43,2172,500001
34.02,-118.43,1528,500001
34.02,-118.43,2403,500001
34.03,-118.42,629,374300
34.03,-118.41,4374,463600
34.02,-118.42,3244,340800
34.02,-118.42,2243,414100
34.02,-118.42,3167,394700
34.02,-118.42,2995,450000
34.02,-118.41,1430,307000
34.02,-118.42,3292,348800
34.02,-118.42,2664,301900
34.02,-118.41,1728,310000
34.02,-118.41,4702,225000
34.02,-118.41,2224,315500
34.01,-118.42,2731,420100
34.01,-118.42,1300,394000
34.01,-118.43,3133,412500
34.01,-118.43,1527,446600
34.01,-118.43,2526,500001
34.01,-118.44,2061,420000
34.0,-118.44,1462,362200
34.0,-118.44,1798,355800
34.0,-118.45,1909,334700
34.0,-118.44,1287,321300
34.0,-118.43,2148,324000
34.0,-118.44,5822,243100
34.0,-118.44,1562,324300
34.01,-118.42,1594,335400
34.01,-118.42,1996,344200
34.0,-118.42,1930,458600
34.0,-118.43,6128,310900
34.01,-118.46,513,343100
34.0,-118.46,4098,345600
34.0,-118.46,388,326700
34.0,-118.46,1392,346900
34.01,-118.46,711,297200
34.0,-118.47,1235,287500
34.0,-118.47,2331,263500
34.0,-118.46,614,235700
33.99,-118.47,1875,321400
34.0,-118.47,2586,305800
33.99,-118.47,1312,300000
33.99,-118.47,1146,285000
33.99,-118.47,854,239300
33.98,-118.51,1901,425000
33.99,-118.48,2219,387500
33.99,-118.47,1568,414300
33.99,-118.47,1523,412500
33.99,-118.47,2167,358700
33.99,-118.47,2155,267500
33.99,-118.47,1438,500001
33.97,-118.5,709,350000
33.99,-118.45,1010,363200
33.99,-118.46,1158,334700
33.99,-118.46,1122,335900
34.0,-118.46,941,325800
34.0,-118.46,888,372000
34.0,-118.45,1777,348300
34.0,-118.45,1606,345800
34.0,-118.45,1923,326700
33.99,-118.45,3125,325000
33.99,-118.45,1829,339000
33.99,-118.46,885,303800
33.99,-118.46,1828,360600
33.98,-118.46,2388,466700
33.99,-118.46,1214,500001
33.98,-118.46,2217,500001
33.97,-118.5,2737,500001
33.99,-118.45,1132,343100
33.99,-118.45,1919,420800
33.98,-118.46,2520,500001
33.97,-118.46,1658,500001
33.97,-118.46,9430,500001
33.97,-118.46,2461,500001
33.96,-118.48,895,500001
34.0,-118.4,1526,321800
34.0,-118.41,684,272000
34.0,-118.41,3550,271200
34.0,-118.41,1307,276300
34.0,-118.42,3771,287500
33.99,-118.42,1701,284600
33.99,-118.43,2243,324000
33.98,-118.43,8324,351700
33.99,-118.43,1899,320000
33.99,-118.43,2483,302900
33.99,-118.42,5548,366900
33.98,-118.42,475,450000
33.99,-118.43,2558,301300
33.99,-118.44,1432,303900
33.99,-118.41,3014,215000
33.99,-118.42,740,248900
33.99,-118.42,1724,263800
34.0,-118.41,1062,265500
33.99,-118.41,1089,276100
33.99,-118.4,1613,276700
33.98,-118.41,3331,307200
33.97,-118.39,993,357200
33.97,-118.38,2715,362600
33.97,-118.39,1097,361400
33.97,-118.39,2700,345900
33.97,-118.39,2198,350800
33.96,-118.39,1361,340700
33.96,-118.39,1436,329400
33.98,-118.36,1113,316000
33.98,-118.37,303,331800
33.97,-118.37,6699,285700
33.97,-118.41,1629,387200
33.97,-118.41,2298,363500
33.96,-118.4,1877,363600
33.96,-118.41,1802,356000
33.97,-118.41,1464,365900
33.97,-118.41,2789,352300
33.97,-118.42,1462,365200
33.96,-118.42,1282,365900
33.96,-118.43,1104,422000
33.96,-118.43,1860,500001
33.96,-118.44,2799,500001
33.96,-118.43,1901,500001
33.97,-118.43,70,500001
33.96,-118.42,4393,356100
33.96,-118.43,14891,283200
33.97,-118.4,913,411200
33.98,-118.4,714,432100
33.98,-118.4,2526,456600
33.97,-118.4,1089,434800
33.97,-118.4,1364,456300
33.97,-118.4,2825,377200
33.96,-118.4,2416,330700
33.97,-118.37,1833,287800
33.97,-118.38,1859,294500
33.96,-118.38,2395,299000
33.95,-118.38,3259,400000
33.95,-118.38,1821,187500
33.95,-118.37,6955,247600
33.96,-118.4,1138,303300
33.96,-118.41,412,266700
33.96,-118.41,1044,284400
33.94,-118.41,2038,289600
33.96,-118.45,3097,500001
33.96,-118.45,2723,500001
33.95,-118.44,2076,500001
33.92,-118.28,1761,175900
33.91,-118.28,620,159600
33.9,-118.29,1273,162000
33.91,-118.29,2475,156400
33.91,-118.29,2025,151200
33.92,-118.29,2503,162800
33.88,-118.28,2758,179700
33.88,-118.29,2307,232800
33.88,-118.29,2082,184100
33.89,-118.29,2810,200600
33.87,-118.29,1700,238700
33.86,-118.3,2016,230200
33.86,-118.3,1511,251300
33.85,-118.29,1391,222200
33.84,-118.31,3559,216700
33.84,-118.3,1428,239600
33.84,-118.3,1241,232400
33.85,-118.3,123,200000
33.83,-118.3,2693,240200
33.83,-118.3,2716,226300
33.83,-118.31,2880,223400
33.82,-118.3,1499,213600
33.82,-118.3,2080,184400
33.82,-118.3,2659,175900
33.81,-118.3,5544,282700
33.8,-118.3,2790,268300
33.8,-118.31,3096,233300
33.79,-118.3,2793,235300
33.79,-118.3,2782,203300
33.79,-118.3,3569,224200
33.78,-118.3,2572,304100
33.8,-118.26,2004,171100
33.8,-118.25,1697,163100
33.79,-118.26,1291,181500
33.79,-118.25,1205,128000
33.8,-118.24,636,131300
33.8,-118.23,239,187500
33.8,-118.27,1446,177700
33.79,-118.27,2218,182300
33.79,-118.27,1513,184600
33.8,-118.28,1471,165500
33.79,-118.28,1895,191300
33.79,-118.28,1989,168000
33.78,-118.28,2233,169100
33.79,-118.29,3708,165400
33.79,-118.29,1867,154200
33.79,-118.3,1068,157500
33.8,-118.3,1115,146200
33.79,-118.27,1535,174000
33.78,-118.26,1672,174500
33.79,-118.27,2109,158700
33.79,-118.27,1417,172000
33.79,-118.25,1349,138100
33.79,-118.25,1730,150400
33.79,-118.25,981,139800
33.78,-118.26,2188,164700
33.79,-118.26,1162,205600
33.78,-118.23,59,350000
33.78,-118.26,1239,154700
33.78,-118.25,296,182100
33.78,-118.24,574,152300
33.78,-118.26,2191,163100
33.77,-118.26,886,164200
33.77,-118.27,2272,150600
33.78,-118.27,3354,167300
33.78,-118.28,1212,160100
33.77,-118.27,1731,141300
33.76,-118.27,22,112500
33.77,-118.3,3821,346200
33.76,-118.3,9659,290500
33.77,-118.28,307,146900
33.75,-118.28,1305,186800
33.75,-118.28,393,187500
33.74,-118.28,1751,200000
33.75,-118.28,2442,208300
33.74,-118.28,855,350000
33.75,-118.3,2356,416100
33.76,-118.3,6097,285200
33.75,-118.3,967,265600
33.75,-118.3,1958,273400
33.74,-118.3,2223,270800
33.74,-118.31,2464,350000
33.74,-118.31,5042,351200
33.75,-118.29,1650,192400
33.75,-118.3,1957,203100
33.75,-118.29,1319,218900
33.74,-118.29,1503,195300
33.74,-118.29,1438,306700
33.74,-118.29,1382,238300
33.74,-118.29,2074,225800
33.73,-118.29,1854,225000
33.73,-118.29,2492,242300
33.73,-118.29,2835,268500
33.73,-118.3,1731,255400
33.74,-118.3,3075,260500
33.73,-118.31,1725,368500
33.73,-118.31,1665,351900
33.74,-118.3,2625,285200
33.73,-118.3,2852,293900
33.73,-118.31,2025,350000
33.74,-118.28,1853,248100
33.73,-118.28,2602,234500
33.73,-118.28,2085,243200
33.73,-118.28,2137,227200
33.73,-118.29,3161,231700
33.72,-118.29,2469,257500
33.72,-118.3,2647,253400
33.72,-118.3,2510,267800
33.73,-118.3,2582,276400
33.73,-118.31,1642,321500
33.72,-118.31,2711,326700
33.69,-118.33,2168,311900
33.73,-118.31,2265,409800
33.73,-118.32,1099,500001
33.72,-118.33,6191,446700
33.71,-118.29,3135,300000
33.67,-118.31,1297,401900
33.72,-118.3,2790,361500
33.71,-118.29,1644,464300
33.71,-118.29,1933,332800
33.71,-118.29,2809,303800
33.72,-118.29,2651,254300
33.72,-118.29,1568,225000
33.68,-118.28,2842,287500
34.24,-118.23,3857,396400
34.23,-118.23,2377,367100
34.24,-118.24,3019,394100
34.24,-118.24,3812,380100
34.22,-118.23,2288,361000
34.23,-118.24,1912,352700
34.23,-118.24,1061,254200
34.23,-118.24,1541,292100
34.23,-118.25,2839,271200
34.25,-118.25,3150,336900
34.23,-118.25,2421,296200
34.24,-118.26,1535,312100
34.24,-118.26,1666,344400
34.24,-118.26,2485,329500
34.24,-118.26,890,271900
34.23,-118.25,1979,217700
34.22,-118.25,2062,301200
34.23,-118.25,1954,261300
34.23,-118.26,1428,209200
34.23,-118.26,1107,263700
34.23,-118.26,1805,326600
34.21,-118.22,2174,341700
34.21,-118.23,2988,268000
34.21,-118.23,2584,273400
34.21,-118.23,1464,200000
34.21,-118.23,1399,234800
34.22,-118.24,2476,263900
34.22,-118.24,1722,252000
34.22,-118.25,2510,267000
34.21,-118.23,309,285000
34.2,-118.23,1477,317900
34.2,-118.23,1473,306300
34.2,-118.24,2067,309900
34.21,-118.24,3817,245600
34.22,-118.24,2507,241300
34.22,-118.27,8206,462200
34.18,-118.23,1853,422000
34.18,-118.23,1708,457400
34.18,-118.23,2332,446600
34.18,-118.26,14556,500001
34.19,-118.22,959,331300
34.19,-118.22,4704,400000
34.19,-118.22,2443,409800
34.18,-118.21,2672,500001
34.17,-118.23,4524,366700
34.17,-118.21,8590,472700
34.16,-118.21,434,420500
34.16,-118.19,1788,375700
34.16,-118.2,5550,446100
34.16,-118.23,3105,429100
34.15,-118.23,1649,257100
34.15,-118.23,2124,370400
34.16,-118.24,2549,374300
34.16,-118.24,2187,406200
34.16,-118.24,1904,380400
34.16,-118.25,2477,368100
34.17,-118.25,1532,372900
34.16,-118.25,5131,280000
34.17,-118.26,5949,318600
34.16,-118.26,2943,187500
34.16,-118.26,2919,206300
34.16,-118.26,3407,351100
34.17,-118.27,1560,354700
34.16,-118.27,5036,238700
34.16,-118.27,1865,321200
34.17,-118.28,2332,331200
34.17,-118.27,2010,374000
34.17,-118.27,2287,500001
34.18,-118.27,3034,498400
34.18,-118.28,2243,446800
34.18,-118.28,2602,358000
34.18,-118.29,1602,323500
34.18,-118.28,2195,365600
34.17,-118.28,2664,256300
34.17,-118.29,3852,255400
34.17,-118.29,1732,292600
34.18,-118.29,4292,286600
34.16,-118.29,1262,241900
34.16,-118.29,413,189800
34.17,-118.29,2238,208300
34.17,-118.3,4041,222400
34.17,-118.3,48,162500
34.16,-118.29,1257,238000
34.16,-118.3,1875,243600
34.16,-118.3,3213,256800
34.16,-118.27,1453,255500
34.15,-118.27,2265,217100
34.15,-118.27,3018,220200
34.15,-118.27,1744,230800
34.16,-118.27,830,253700
34.16,-118.27,1301,252700
34.16,-118.28,1393,257400
34.16,-118.26,1775,177100
34.15,-118.26,2981,178600
34.15,-118.26,3340,252300
34.15,-118.26,2481,247500
34.16,-118.24,850,298800
34.15,-118.24,2734,284100
34.15,-118.24,1235,282600
34.15,-118.25,3712,209600
34.16,-118.25,3700,200000
34.15,-118.24,5282,209800
34.15,-118.24,4852,192900
34.15,-118.25,1238,228100
34.15,-118.25,1377,187500
34.15,-118.25,3960,193800
34.14,-118.23,2865,201300
34.14,-118.24,3196,219500
34.14,-118.24,2909,229000
34.15,-118.23,2294,258300
34.14,-118.23,2864,224300
34.14,-118.24,1843,254000
34.14,-118.24,1813,238000
34.13,-118.24,1644,257700
34.13,-118.24,2170,269000
34.15,-118.24,2063,202300
34.14,-118.24,4877,222100
34.14,-118.25,1615,196900
34.14,-118.25,584,275000
34.15,-118.25,1107,187500
34.14,-118.26,902,268800
34.14,-118.26,3431,248100
34.14,-118.27,1060,175000
34.14,-118.26,1727,210700
34.15,-118.27,2837,229000
34.13,-118.26,3208,218100
34.13,-118.26,1383,207100
34.13,-118.26,196,218800
34.14,-118.26,1336,205000
34.14,-118.25,3487,221900
34.14,-118.25,5980,184500
34.13,-118.25,2340,217500
34.13,-118.24,1971,260500
34.13,-118.25,322,243800
34.13,-118.25,2946,255900
34.12,-118.25,739,181300
34.22,-118.31,7714,446200
34.21,-118.33,3190,402900
34.21,-118.34,1834,302200
34.18,-118.29,3120,320400
34.19,-118.3,3615,280900
34.19,-118.3,1704,326100
34.19,-118.3,1502,332400
34.19,-118.31,4713,287900
34.19,-118.3,2962,343500
34.2,-118.31,1692,349600
34.2,-118.32,2110,345300
34.2,-118.32,759,328900
34.2,-118.32,1978,294400
34.2,-118.33,1325,289000
34.2,-118.33,2322,284600
34.2,-118.34,2860,262900
34.19,-118.34,1524,192400
34.2,-118.36,1878,231800
34.2,-118.32,2209,341200
34.19,-118.32,1335,352100
34.19,-118.32,1519,272500
34.19,-118.31,724,361700
34.19,-118.32,589,222700
34.2,-118.33,7179,206500
34.18,-118.3,7174,251900
34.17,-118.3,350,200000
34.18,-118.3,5492,172100
34.18,-118.31,3112,181300
34.19,-118.31,3801,222700
34.18,-118.32,192,118800
34.18,-118.32,1594,212100
34.17,-118.32,1995,250000
34.17,-118.32,2589,247100
34.17,-118.33,2584,245100
34.19,-118.33,2115,222000
34.18,-118.33,2570,226000
34.19,-118.33,1505,217000
34.19,-118.34,814,223100
34.18,-118.33,1552,235500
34.18,-118.33,1969,231300
34.18,-118.33,2122,231400
34.19,-118.34,1029,219900
34.19,-118.34,1721,231200
34.18,-118.34,3046,226900
34.18,-118.34,1393,229900
34.19,-118.35,903,209100
34.19,-118.36,1676,209500
34.18,-118.35,2711,224700
34.18,-118.35,1840,230400
34.17,-118.35,2572,232000
34.17,-118.35,858,225000
34.17,-118.35,1604,216000
34.17,-118.36,1268,229100
34.18,-118.34,1328,226900
34.18,-118.34,3566,232000
34.17,-118.34,3033,232500
34.16,-118.35,2267,250000
34.16,-118.35,1390,293800
34.16,-118.35,1305,267900
34.17,-118.33,1934,251800
34.16,-118.33,2381,247800
34.17,-118.34,1718,247000
34.17,-118.34,1133,249500
34.16,-118.34,1717,254500
34.16,-118.34,1396,244500
34.16,-118.33,2705,247900
34.15,-118.33,493,17500
34.15,-118.33,1321,331800
34.15,-118.34,3068,497400
34.15,-118.34,1586,450000
34.16,-118.34,6082,246900
34.17,-118.32,3448,258800
34.16,-118.31,2347,349300
34.16,-118.32,1074,366700
34.17,-118.32,1868,279300
34.16,-118.33,1359,234600
34.16,-118.32,2345,278300
34.17,-118.3,1353,205000
34.16,-118.31,2144,315000
34.17,-118.31,3188,218300
34.17,-118.31,2910,219400
34.3,-118.43,2443,146000
34.3,-118.43,1394,161800
34.29,-118.43,1769,153500
34.29,-118.42,1489,160300
34.3,-118.43,271,164600
34.29,-118.44,2606,193800
34.29,-118.43,1704,155500
34.29,-118.43,1237,154600
34.29,-118.43,1181,167000
34.28,-118.43,862,154200
34.29,-118.44,1260,122900
34.29,-118.44,1632,160100
34.29,-118.45,762,154200
34.28,-118.44,527,138800
34.28,-118.44,11,162500
34.28,-118.44,944,144100
34.28,-118.44,843,151700
34.28,-118.44,1156,137100
34.28,-118.45,2602,149800
34.15,-117.71,17715,349100
34.12,-117.73,1279,293800
34.13,-117.78,7798,260500
34.13,-117.76,16759,358700
34.15,-117.8,7876,248700
34.11,-117.8,5039,211700
34.1,-117.8,5153,174600
34.1,-117.8,2996,161700
34.12,-117.79,2426,224500
34.11,-117.79,3814,215600
34.14,-117.83,8254,349900
34.15,-117.83,2421,451500
34.13,-117.82,3770,309700
34.13,-117.84,3773,198000
34.15,-117.87,5745,451400
34.15,-117.93,9610,156800
34.15,-117.9,2056,212800
34.14,-117.9,2240,184200
34.14,-117.9,2259,155500
34.14,-117.91,2225,166700
34.14,-117.89,4644,222100
34.14,-117.88,2308,355500
34.14,-117.88,1764,186700
34.13,-117.88,3713,185500
34.14,-117.85,2899,297200
34.14,-117.85,1582,275000
34.14,-117.86,2344,283400
34.15,-117.87,2655,269500
34.14,-117.86,3097,235300
34.14,-117.87,2495,209200
34.13,-117.85,1959,233000
34.12,-117.85,4367,192100
34.13,-117.86,2383,245500
34.13,-117.86,1304,209500
34.13,-117.86,630,170800
34.13,-117.87,1741,194500
34.13,-117.87,1677,194300
34.12,-117.82,3118,209400
34.12,-117.84,3465,228900
34.11,-117.83,2671,203000
34.11,-117.84,3499,191700
34.12,-117.84,2026,187600
34.11,-117.85,9255,223000
34.08,-117.81,18448,348900
34.12,-117.81,7063,192600
34.11,-117.81,3481,150400
34.1,-117.81,1935,144600
34.1,-117.83,11026,231100
34.1,-117.76,4086,202200
34.09,-117.78,2643,177200
34.1,-117.79,1664,190500
34.12,-117.76,9020,275700
34.12,-117.77,4260,230000
34.11,-117.76,4935,180500
34.1,-117.77,2388,167200
34.11,-117.77,1998,180900
34.11,-117.78,7079,212300
34.11,-117.74,3494,214700
34.12,-117.75,5411,240700
34.1,-117.74,2723,136000
34.1,-117.74,2742,121900
34.1,-117.75,8069,156800
34.12,-117.71,11250,239500
34.12,-117.73,6459,261800
34.1,-117.71,555,125000
34.1,-117.71,567,212500
34.1,-117.72,2867,291200
34.1,-117.72,3241,181800
34.1,-117.72,2477,289700
34.1,-117.73,3457,226000
34.09,-117.71,2637,158700
34.08,-117.71,2744,154200
34.09,-117.72,1473,151800
34.09,-117.72,4979,152500
34.09,-117.73,2345,112100
34.09,-117.73,1543,117800
34.08,-117.73,1350,115200
34.09,-117.74,3199,136400
34.08,-117.75,2824,135100
34.08,-117.75,1067,139100
34.09,-117.75,3094,146900
34.08,-117.76,2263,139200
34.08,-117.77,5929,214800
34.07,-117.77,2922,124000
34.07,-117.77,2976,113600
34.07,-117.75,1548,127300
34.07,-117.76,1538,109800
34.07,-117.76,1157,127200
34.06,-117.76,1831,103600
34.06,-117.76,508,92600
34.06,-117.77,2178,108000
34.07,-117.78,3610,113500
34.06,-117.78,1712,114800
34.07,-117.79,1694,116300
34.07,-117.79,975,116100
34.06,-117.78,1056,128700
34.05,-117.78,2933,131300
34.05,-117.8,4536,125900
34.06,-117.8,1081,108500
34.05,-117.82,4031,117300
34.06,-117.76,1700,91900
34.05,-117.76,2910,98000
34.05,-117.75,1293,93300
34.05,-117.76,3839,116200
34.08,-117.74,1613,134300
34.07,-117.74,2504,135700
34.06,-117.74,2438,129200
34.07,-117.74,1868,140100
34.07,-117.75,1279,161000
34.07,-117.75,2550,146200
34.08,-117.72,2742,128800
34.07,-117.72,4100,134200
34.08,-117.73,5173,130800
34.07,-117.73,4038,135000
34.06,-117.72,2209,113200
34.06,-117.73,344,117800
34.06,-117.73,498,98800
34.07,-117.73,1921,122600
34.07,-117.73,1025,119400
34.05,-117.73,975,118100
34.05,-117.73,2758,113300
34.05,-117.74,1185,94300
34.05,-117.74,2452,110700
34.05,-117.74,852,110900
34.05,-117.75,1480,110600
34.04,-117.73,3827,129700
34.03,-117.73,1967,118100
34.02,-117.74,2318,116400
34.04,-117.74,2215,129600
34.03,-117.74,3623,123300
34.04,-117.75,2948,113600
34.04,-117.76,1914,115800
34.04,-117.76,2242,113000
34.0,-117.85,2712,227900
33.99,-117.86,17820,310700
34.03,-117.8,4240,247600
34.03,-117.78,32054,253900
34.01,-117.83,9446,212900
34.02,-117.8,3351,230600
34.01,-117.81,9197,282100
34.02,-117.79,18690,315600
34.0,-117.84,797,253800
33.99,-117.83,17527,267000
33.98,-117.84,3638,221200
33.97,-117.83,21533,368300
34.04,-117.87,27700,339700
34.02,-117.86,6300,262100
34.01,-117.86,4632,264400
34.02,-117.87,3552,271500
34.04,-117.84,9959,402500
34.06,-117.85,3128,462700
34.08,-117.85,1160,386200
34.07,-117.85,761,500001
34.08,-117.86,2524,380900
34.08,-117.87,4518,267200
34.07,-117.87,4723,258700
34.1,-117.85,5179,189900
34.09,-117.86,3855,218200
34.09,-117.85,4556,263900
34.09,-117.86,3408,239100
34.1,-117.87,2208,191700
34.09,-117.87,1484,189600
34.1,-117.88,3357,216600
34.09,-117.89,1811,188300
34.09,-117.87,1267,220000
34.08,-117.87,3630,206900
34.09,-117.88,3416,186000
34.1,-117.86,2535,180600
34.1,-117.86,1185,196900
34.1,-117.87,6409,173300
34.1,-117.84,7836,180700
34.11,-117.85,1748,180600
34.12,-117.87,2059,183800
34.12,-117.88,1485,158500
34.12,-117.88,912,178000
34.12,-117.87,1004,174500
34.11,-117.87,4066,199600
34.11,-117.87,1324,192200
34.11,-117.88,3082,182700
34.12,-117.89,1470,168800
34.12,-117.88,1574,165300
34.11,-117.89,806,151300
34.11,-117.88,2923,157000
34.12,-117.89,1447,141900
34.12,-117.89,1566,141300
34.11,-117.89,2434,140200
34.11,-117.9,1286,140100
34.13,-117.88,2559,155600
34.12,-117.88,2029,164300
34.13,-117.89,2159,147400
34.13,-117.9,3076,117600
34.13,-117.9,1640,136100
34.13,-117.9,1126,139800
34.13,-117.9,1801,133000
34.12,-117.9,1788,124100
34.12,-117.9,1555,138200
34.12,-117.9,957,151400
34.13,-117.91,1540,138500
34.13,-117.92,1762,132600
34.12,-117.91,2673,145500
34.12,-117.91,1391,149500
34.12,-117.92,2552,144400
34.12,-117.93,294,134400
34.11,-117.9,4776,142600
34.11,-117.91,3158,153000
34.11,-117.92,2838,126200
34.1,-117.94,1239,153400
34.11,-117.97,123,137500
34.08,-117.99,2399,141000
34.07,-117.99,1507,147200
34.07,-117.98,3543,139400
34.07,-117.98,441,152500
34.06,-117.99,2491,145800
34.07,-118.0,1696,138500
34.07,-117.99,1681,145900
34.08,-117.99,1032,134800
34.08,-117.97,2027,142400
34.08,-117.97,2227,164100
34.07,-117.96,2910,158400
34.07,-117.97,2063,157100
34.07,-117.97,1438,162500
34.08,-117.98,3640,152200
34.1,-117.98,5661,159700
34.09,-117.98,3073,161300
34.09,-117.97,3569,160500
34.11,-117.95,1986,140800
34.1,-117.96,4036,141600
34.1,-117.97,1558,143900
34.1,-117.97,1399,160100
34.09,-117.96,2686,160800
34.09,-117.96,1954,131000
34.1,-117.96,2775,141800
34.09,-117.97,2779,143400
34.09,-117.95,2215,166500
34.08,-117.95,2278,154100
34.09,-117.95,1179,140600
34.08,-117.96,1076,151800
34.08,-117.96,4151,159900
34.08,-117.96,2831,173100
34.09,-117.94,2707,176700
34.08,-117.94,2704,195400
34.08,-117.94,1970,201200
34.08,-117.94,2393,187700
34.08,-117.95,1137,189000
34.07,-117.95,1987,176500
34.09,-117.93,2192,163900
34.09,-117.93,782,161300
34.09,-117.93,1891,165500
34.09,-117.93,1185,154200
34.08,-117.92,1285,191900
34.08,-117.92,2108,185200
34.07,-117.93,1409,188800
